,Processed,Execution-Time,Reported-Processing-Time,Correctly-Processed,Correctly-Processed-Time,Timeout,Execution-Error,Reported-Error,Unexpected,Not-Processed
ore2014/uberon.owl,true,301139,0,false,0,true,false,false,false,false
ore2014/gfo.owl,true,469,47,true,47,false,false,false,false,false
